player_name,runs,balls,wickets,boundaries,strike_rate,id_cricinfo
Amir Hamza,79,728,35,4,10.85,402245
PR Stirling,3775,3240,19,544,116.51,303427
Mohammad Nabi,2354,3817,105,254,61.67,25913
Shapoor Zadran,99,728,38,3,13.6,319746
Karim Janat,735,1430,43,72,51.4,793467
Rashid Khan,646,2599,160,59,24.86,793463
GC Wilson,1109,1047,0,106,105.92,24609
Mohammad Shahzad,2274,1891,10,323,120.25,419873
Najeeb Tarakai,281,217,0,34,129.49,533953
GH Dockrell,1332,2457,84,126,54.21,348034
Samiullah Shenwari,1052,1410,29,104,74.61,318339
Asghar Stanikzai,1422,1242,1,150,114.49,320652
Shafiqullah,440,302,0,54,145.7,362603
BJ McCarthy,402,1522,63,34,26.41,348059
Najibullah Zadran,1941,1390,0,224,139.64,524049
Usman Ghani,768,693,0,85,110.82,711559
J Charles,1382,1028,0,200,134.44,333066
Mohammed Shami,26,497,27,0,5.23,481896
B Kumar,216,1962,97,0,11.01,326016
R Ashwin,296,1677,77,21,17.65,26421
RA Jadeja,624,1813,59,53,34.42,234675
AD Russell,1188,1919,64,152,61.91,276298
STR Binny,38,61,2,3,62.3,27223
DJ Bravo,1468,2705,93,128,54.27,51439
LMP Simmons,1613,1343,6,208,120.1,53116
RG Sharma,4453,3161,1,595,140.87,34102
AM Rahane,404,347,0,38,116.43,277916
S Badree,93,1231,61,2,7.55,51433
ADS Fletcher,1053,918,0,120,114.71,51862
MM Lanning,2687,2293,1,342,117.18,329336
LMM Tahuhu,373,1687,78,26,22.11,380929
BL Mooney,3127,2470,0,402,126.6,381258
HR Huddleston,47,243,12,1,19.34,233823
A Gardner,1513,2619,90,198,57.77,858809
EJ Villani,1251,1020,0,164,122.65,275442
EM Bermingham,49,285,17,2,17.19,274423
SW Bates,3234,3346,29,359,96.65,54565
AE Satterthwaite,1078,1238,13,117,87.08,233007
LM Kasperek,106,1044,71,7,10.15,306524
AJ Blackwell,552,600,0,35,92.0,53677
ML Schutt,265,2343,155,2,11.31,420314
RH Priest,375,375,0,54,100.0,231305
JL Jonassen,359,2042,101,24,17.58,374936
M Strano,6,166,10,0,3.61,382231
KM Beams,20,329,19,0,6.08,275563
AM Peterson,102,407,23,8,25.06,329003
A Wellington,14,132,10,1,10.61,381305
KJ Martin,866,721,0,108,120.11,54537
KT Perkins,157,182,0,10,86.26,274958
EC Perry,61,77,0,4,79.22,54452
ML Green,1058,1015,1,98,104.24,438265
AJ Healy,2856,2169,0,425,131.67,275486
AC Kerr,1412,3063,101,133,46.1,803971
GWHM Perera,781,901,0,81,86.68,371185
HML Madushani,116,134,0,12,86.57,318759
EA Perry,1922,3160,92,204,60.82,275487
AC Jayangani,3166,3789,65,465,83.56,318853
RM Farrell,31,642,40,0,4.83,273004
MADD Surangika,380,422,0,34,90.05,272623
PM Weerakkody,182,213,0,15,85.45,442310
MGMCP Gunawardene,34,117,3,0,29.06,434724
LE Kaushalya,526,733,12,48,71.76,54750
KADA Kanchana,259,670,11,17,38.66,340004
KDU Prabodhani,216,1743,74,3,12.39,335236
EA Osborne,68,664,34,4,10.24,275483
I Ranaweera,130,1595,88,4,8.15,434844
BMSM Kumari,168,1656,61,7,10.14,631609
Imad Wasim,638,2001,81,67,31.88,227758
Sohail Tanvir,345,1436,61,25,24.03,43265
Mohammad Nawaz (3),90,544,21,7,16.54,348148
N Pooran,2378,1719,0,296,138.34,604302
Hasan Ali,217,1140,68,18,19.04,681305
Shoaib Malik,2544,2505,26,264,101.56,42657
Wahab Riaz,233,880,41,17,26.48,43590
Sharjeel Khan,436,316,0,68,137.97,227762
Khalid Latif,256,230,0,31,111.3,41046
Babar Azam,4309,3309,0,512,130.22,348144
Sarfraz Ahmed,859,671,0,95,128.02,227760
Umar Akmal,1777,1413,0,178,125.76,317273
Mohammad Amir,190,1460,79,6,13.01,290948
Rumman Raees,8,179,8,0,4.47,448243
Iram Javed,419,536,1,46,78.17,572633
SFM Devine,2867,3602,84,335,79.59,231740
Asmavia Iqbal,389,1002,40,28,38.82,220665
Sana Mir,652,2269,53,37,28.74,220668
TMM Newton,37,85,4,1,43.53,544428
Sadia Yousuf,34,709,40,0,4.8,317157
Nida Dar,2014,4348,134,188,46.32,333355
Aliya Riaz,1254,1641,21,119,76.42,572645
Ayesha Zafar,217,245,0,24,88.57,915489
MJG Nielsen,27,361,17,1,7.48,324246
Javeria Khan,1289,1380,4,142,93.41,346680
Bismah Maroof,2444,3124,30,193,78.23,260229
Nain Abidi,525,654,0,32,80.28,272324
Sidra Nawaz,181,230,0,14,78.7,500733
M Raj,1379,1369,0,150,100.73,54273
S Mandhana,3454,2736,0,512,126.24,597806
Anam Amin,58,1149,55,0,5.05,725879
S Meghana,225,213,0,33,105.63,556529
V Krishnamurthy,525,474,0,54,110.76,442205
H Kaur,2842,2959,31,327,96.05,372317
J Goswami,204,782,28,12,26.09,53932
E Bisht,20,358,23,0,5.59,442048
AA Patil,295,1032,41,27,28.59,578451
S Pandey,228,1029,39,9,22.16,442145
Preeti Bose,2,24,1,0,8.33,709843
Ahmed Raza,162,1115,34,8,14.53,245490
Mohammad Naveed,225,816,38,25,27.57,533862
Amjad Javed,322,713,36,32,45.16,25613
Mohammad Shahzad (2),106,169,5,12,62.72,738445
Rohan Mustafa,1041,1796,63,116,57.96,307808
Mohammed Qasim,38,58,1,2,65.52,943281
Fareed Ahmad,79,601,42,5,13.14,568136
Aftab Alam,21,236,10,0,8.9,440963
Shaiman Anwar,1007,787,0,118,127.95,43121
Rameez Shahzad,441,386,0,47,114.25,220519
Amjad Gul,31,32,0,4,96.88,663413
Muhammad Usman,739,643,0,78,114.93,974719
Hazratullah,1240,904,0,173,137.17,793457
Atif Ali Khan,2,24,1,0,8.33,1061752
Muhammed Shanil,2,27,0,0,7.41,1061514
Imran Haider,20,202,8,0,9.9,943275
Ghulam Shabber,183,161,0,22,113.66,950303
MJ Guptill,3731,2702,0,484,138.08,226492
KW Richardson,62,798,47,1,7.77,272262
LRPL Taylor,2050,1628,0,197,125.92,38699
AC Agar,346,1344,54,28,25.74,505120
TA Blundell,96,98,0,10,97.96,440516
MP Stoinis,1275,1592,48,150,80.09,325012
DA Warner,3440,2388,0,460,144.05,219889
DJM Short,681,671,4,86,101.49,308798
CA Lynn,319,232,0,42,137.5,326637
GJ Maxwell,2804,2762,46,351,101.52,325026
AT Carey,244,220,0,26,110.91,326434
JM Vince,476,369,0,61,129.0,296597
MS Chapman,1606,1277,4,190,125.76,438563
TL Seifert,1359,989,0,171,137.41,625964
HG Munsey,2214,1500,0,323,147.6,671805
KJ Coetzer,1361,1089,2,183,124.98,25446
CS MacLeod,1109,1105,3,108,100.36,232435
RD Berrington,1955,1892,22,210,103.33,25490
Waqas Barkat,308,502,6,22,61.35,350632
CD Wallace,108,108,0,10,100.0,414971
MRJ Watt,328,1658,81,25,19.78,659081
BTJ Wheal,61,492,26,1,12.4,807535
JH Davey,158,712,36,11,22.19,407265
SM Sharif,285,1526,82,15,18.68,414970
Waqas Khan,182,202,0,11,90.1,633426
CD de Lange,47,189,12,4,24.87,44851
SW Poynter,251,213,0,27,117.84,308294
Dawlat Zadran,172,827,44,10,20.8,516561
WB Rankin,171,1193,60,6,14.33,24599
Gulbadin Naib,999,1412,34,110,70.75,352048
A Poulose,11,16,0,2,68.75,290633
MP O'Dowd,1968,1667,4,236,118.06,643197
Zeeshan Maqsood,1396,2184,54,177,63.92,585083
T van der Gugten,218,972,51,16,22.43,333782
PA van Meekeren,287,1526,84,12,18.81,348109
Aqib Ilyas,1255,1715,45,151,73.18,940593
Khawar Ali,577,1175,42,69,49.11,585081
Ahsan Malik,72,541,39,2,13.31,518097
MJG Rippon,179,431,18,16,41.53,380956
RE van der Merwe,510,1435,61,48,35.54,47850
AV Lalcheta,99,363,7,10,27.27,543449
Khurram Nawaz,269,218,0,28,123.39,1077309
Sultan Ahmed,180,570,21,14,31.58,42876
Naseem Khushi,672,401,0,90,167.58,1077310
SJ Myburgh,847,706,0,117,119.97,233712
Bilal Khan,130,1648,112,1,7.89,937953
BN Cooper,1233,957,0,145,128.84,470699
W Barresi,830,728,2,89,114.01,44407
Kaleemullah,162,876,36,9,18.49,1077307
Mohammad Nadeem,511,1098,33,41,46.54,41984
PW Borren,598,832,15,71,71.88,36592
C Carter,57,63,0,3,90.48,919493
Zahoor Khan,122,1164,69,1,10.48,384525
MH Cross,1153,967,0,129,119.23,417268
PM Seelaar,615,1502,49,51,40.95,208657
TP Visee,528,351,0,84,150.43,420419
MA Leask,808,1284,40,87,62.93,414966
CB Sole,69,380,17,2,18.16,671823
Mehran Khan,321,651,24,26,49.31,888565
Nawroz Mangal,497,483,4,55,102.9,318334
Mehedi Hasan Miraz,339,643,14,32,52.72,629063
Shafiul Islam,56,448,23,2,12.5,288305
Mohammad Saifuddin,287,1024,45,23,28.03,629070
BE Hendricks,61,457,26,1,13.35,379927
R Frylinck,2,61,5,0,3.28,45204
Mushfiqur Rahim,1520,1300,0,159,116.92,56029
AM Phangiso,33,377,21,1,8.75,46942
Liton Das,2112,1648,0,265,128.16,536936
Mohammad Hafeez,2639,3374,65,324,78.22,41434
Shadab Khan,769,2628,121,78,29.26,922943
JO Holder,610,1793,73,58,34.02,391485
Kamran Akmal,1024,829,0,128,123.52,41028
Ahmed Shehzad,1570,1332,0,190,117.87,259410
Fakhar Zaman,1936,1437,0,248,134.73,512191
MDKJ Perera,2031,1509,0,241,134.59,300631
NLTC Perera,1343,1976,59,152,67.97,233514
JN Mohammed,96,118,0,10,81.36,230549
HC Knight,2084,2184,18,243,95.42,358259
SJ Taylor,1371,1181,0,153,116.09,249935
TT Beaumont,1914,1651,0,236,115.93,297074
NR Sciver,2037,3096,78,207,65.79,515905
KH Brunt,698,2229,102,51,31.31,53906
DN Wyatt,2945,2720,31,383,108.27,254168
SE Aley,7,29,0,0,24.14,53670
DM Kimmince,198,969,49,7,20.43,263473
FC Wilson,341,330,0,24,103.33,466619
JL Gunn,231,1005,52,14,22.99,53800
D Hazell,131,1253,58,6,10.45,297079
S Ecclestone,396,2244,137,32,17.65,878039
A Hartley,80,149,3,2,53.69,469886
RL Haynes,694,570,0,74,121.75,268889
A Shrubsole,255,1501,92,10,16.99,254238
TP Ura,1567,999,0,197,156.86,302845
VV Morea,36,40,0,4,90.0,387435
L Siaka,703,681,7,74,103.23,440990
A Vala,1292,1559,36,142,82.87,25056
S Bau,975,1147,14,100,85.0,420427
MD Dai,109,263,4,4,41.44,25051
JNT Vare,72,71,0,4,101.41,25065
JB Reva,24,151,9,2,15.89,332978
N Vanua,760,1438,61,68,52.85,524253
WT Gavera,11,110,5,0,10.0,302850
A Nao,105,408,21,8,25.74,524247
CA Soper,171,633,29,8,27.01,574287
L Sreekumar,0,1,0,0,0.0,937673
Adnan Mufti,7,7,0,0,100.0,281653
Noor Ali Zadran,551,525,0,58,104.95,318340
Javed Ahmadi,7,7,0,1,100.0,308235
S Dhawan,1858,1439,0,241,129.12,28235
KD Karthik,722,509,0,99,141.85,30045
Kuldeep Yadav,100,941,70,2,10.63,559235
AD Mathews,1522,2400,49,142,63.42,49764
SMA Priyanjan,57,63,0,3,90.48,233802
I Udana,319,857,32,30,37.22,328026
A Dananjaya,101,796,32,7,12.69,574178
AK Kitchen,39,69,2,4,56.52,384355
DAJ Bracewell,158,417,22,15,37.89,362541
SHA Rance,18,188,13,0,9.57,395057
SD Hope,806,589,0,99,136.84,581379
SS Cottrell,157,1018,57,2,15.42,495551
RR Emrit,27,124,5,1,21.77,51784
SO Hetmyer,975,805,0,110,121.12,670025
Umar Amin,149,128,0,19,116.41,288211
Haris Sohail,220,213,0,19,103.29,318788
Faheem Ashraf,379,1032,39,37,36.72,681117
Aamer Yamin,18,43,2,2,41.86,434429
BCJ Cutting,48,160,5,5,30.0,230371
GD Elliott,193,354,16,15,54.52,44956
DJG Sammy,675,1353,51,77,49.89,53115
Sohail Khan,11,89,5,0,12.36,317252
PD Collingwood,613,705,16,62,86.95,10772
Usman Shinwari,31,320,17,0,9.69,697279
GJ Bailey,481,350,0,57,137.43,4451
DT Christian,139,381,16,13,36.48,4864
NM Coulter-Nile,206,724,36,20,28.45,261354
JP Behrendorff,31,340,19,0,9.12,272477
MJ Swepson,41,180,11,3,22.78,590326
UT Yadav,38,212,14,2,17.92,376116
JT Ball,8,45,2,0,17.78,414990
DL Chahar,81,585,32,8,13.85,447261
S Kaul,3,60,5,0,5.0,326017
TWM Latham,541,488,0,50,110.86,388802
HM Nicholls,103,114,0,9,90.35,539511
Mohammed Siraj,38,379,15,1,10.03,940973
AF Milne,171,1226,64,7,13.95,450860
SS Iyer,1132,831,0,134,136.22,642519
MD Gunathilaka,821,772,6,99,106.35,345821
S Samarawickrama,338,291,0,35,116.15,629076
ML Udawatte,77,75,0,9,102.67,50802
SS Pathirana,36,124,5,3,29.03,212756
PC de Silva,22,34,0,1,64.71,345825
CJ Dala,37,233,13,1,15.88,545467
H Klaasen,987,695,0,117,142.01,436757
SN Thakur,111,569,37,9,19.51,475281
C Jonker,58,30,0,8,193.33,222320
MVT Fernando,2,14,0,0,14.29,465783
PVD Chameera,225,1365,59,10,16.48,552152
N Pradeep,39,309,17,1,12.62,324358
Washington Sundar,238,1131,52,21,21.04,719715
HK Matthews,2483,3747,110,330,66.27,474308
SS Weerakkody,138,401,8,9,34.41,54836
DJS Dottin,1896,2159,55,230,87.82,355349
SR Taylor,3004,3875,71,352,77.52,355359
HHC Gunaratne,11,161,6,0,6.83,335241
HASD Siriwardene,785,1858,53,63,42.25,54850
Kycia A Knight,578,650,0,50,88.92,472975
MR Aguilleira,372,443,0,26,83.97,355348
B Cooper,429,497,0,49,86.32,424629
Kyshona A Knight,416,524,0,33,79.39,472977
BYA Mendis,470,514,0,64,91.44,493715
SC Selman,104,996,42,3,10.44,355356
MDN Hansika,85,130,0,5,65.38,342862
A Mohammed,91,1271,57,3,7.16,55187
RS Vandort,59,77,0,2,76.62,631721
ASS Fletcher,287,1807,87,18,15.88,355351
Aiman Anwer,77,711,23,2,10.83,941805
Nashra Sandhu,68,1506,72,1,4.52,941803
SRH Curtis,0,2,0,0,0.0,324219
Nahida Khan,461,568,0,46,81.16,361854
Sidra Ameen,1018,1103,0,104,92.29,362356
Natalia Pervaiz,97,189,3,6,51.32,1125059
HM Rowe,200,603,26,14,33.17,543550
L Lee,1726,1501,0,249,114.99,483484
P Vastrakar,439,1514,65,39,29.0,883413
D van Niekerk,1662,2753,59,184,60.37,364413
S Luus,1395,2124,39,143,65.68,487007
RP Yadav,136,1717,103,5,7.92,960737
M du Preez,1264,1264,0,130,100.0,54646
Poonam Yadav,33,1286,78,0,2.57,630972
N de Klerk,644,1490,49,52,43.22,939249
CL Tryon,1175,1825,34,138,64.38,453370
M Kapp,1531,3020,87,137,50.7,351836
S Ismail,270,2004,95,13,13.47,276997
M Daniels,48,679,25,0,7.07,478278
JI Rodrigues,2191,1957,1,256,111.96,883405
A Khaka,141,1329,51,2,10.61,387261
R Ntozakhe,4,156,2,0,2.56,629578
M Klaas,100,975,44,2,10.26,364368
T Bhatia,133,158,0,12,84.18,883423
RS Gayakwad,31,1015,55,0,3.05,709635
R Dhar,22,109,4,1,20.18,54114
DB Sharma,1213,3549,143,97,34.18,597811
Z Mali,6,140,4,0,4.29,593963
L Wolvaardt,2022,1702,0,247,118.8,922481
HNK Jensen,223,1054,55,15,21.16,439029
T Brits,1629,1503,0,196,108.38,600731
S Lackay,16,43,2,0,37.21,487470
AE Jones,1591,1277,0,197,124.59,515874
NE Farrant,34,296,16,0,11.49,580663
B Bezuidenhout,268,253,0,32,105.93,499247
KE Ebrahim,3,47,2,0,6.38,274175
KL George,7,87,3,0,8.05,879369
JM Watkin,127,204,7,21,62.25,697885
Hamza Tahir,19,358,22,0,5.31,751151
AC Evans,92,742,45,1,12.4,399259
Hussain Talat,415,385,4,42,107.79,628240
Asif Ali,647,491,1,69,131.77,494230
DE Budge,70,74,1,5,94.59,764321
Zakir Hasan,18,21,0,1,85.71,697059
DSK Madushanka,7,35,2,0,20.0,1043681
BMAJ Mendis,253,402,12,24,62.94,49700
Afif Hossain,1198,1178,13,120,101.7,935995
Ariful Haque,66,71,1,4,92.96,270135
Nazmul Islam,28,254,8,2,11.02,446810
Abu Jayed,11,77,4,0,14.29,410763
Mahedi Hasan,392,1371,40,34,28.59,833087
LD Chandimal,1123,1044,0,113,107.57,300628
Mohammad Mithun,135,138,0,14,97.83,269237
MA Aponso,0,62,4,0,0.0,429748
S Molineux,104,869,42,6,11.97,944373
NJ Carey,87,489,20,4,17.79,381217
BF Smith,149,184,2,23,80.98,874277
AN Davidson-Richards,53,136,4,2,38.97,515876
V Shankar,122,212,7,16,57.55,477021
RAS Lakmal,28,231,9,1,12.12,49619
Abu Hider,86,271,6,9,31.73,550137
Mujeeb Ur Rahman,117,1075,62,9,10.88,974109
SF Mire,267,277,1,36,96.39,290462
Sharafuddin Ashraf,69,341,9,5,20.23,633362
BRM Taylor,980,830,1,118,118.07,55814
RP Burl,1462,2082,53,140,70.22,495964
KM Jarvis,106,543,28,5,19.52,332996
B Muzarabani,183,1415,73,6,12.93,827051
Karim Sadiq,492,766,11,58,64.23,319758
SS Connell,157,1318,56,4,11.91,474191
NC Dodd,13,13,0,2,100.0,324353
R Boyce,23,30,0,2,76.67,908047
AK Peters,17,54,1,0,31.48,530139
KA Heffernan,3,39,1,0,7.69,1074203
TD Smartt,113,539,21,4,20.96,424630
CN Nation,572,672,3,48,85.12,355355
MAA Sanjeewani,764,811,0,65,94.2,493860
Diana Baig,124,1022,39,1,12.13,572638
HIS Mendis,74,88,0,5,84.09,763099
NND de Silva,1162,1318,12,90,88.16,557764
Ghulam Fatima,12,111,2,1,10.81,1080011
OU Ranasinghe,410,1430,57,24,28.67,429180
Kainat Imtiaz,150,285,8,10,52.63,361856
Fareeha Mehmood,8,19,0,0,42.11,941779
KMA Paul,241,668,26,21,36.08,677081
V Permaul,2,5,0,0,40.0,274921
D Ramdin,680,573,0,70,118.67,52917
OF Smith,255,632,29,25,40.35,820691
Shaheen Shah Afridi,314,1721,104,18,18.25,1072470
AM McCarthy,5,20,0,0,25.0,230556
PHKD Mendis,402,425,2,51,94.59,784373
DM de Silva,897,1046,18,89,85.76,465793
JL Denly,136,192,7,16,70.83,12454
PKD Chase,37,285,15,1,12.98,524845
Simi Singh,348,1259,45,26,27.64,1005257
A Balbirnie,2453,1961,0,318,125.09,303423
MJ McClenaghan,82,654,30,3,12.54,319439
Shahid Afridi,1701,3227,107,192,52.71,42639
S Lamichhane,170,1351,107,5,12.58,960361
Sompal Kami,456,1675,78,37,27.22,701215
B Regmi,43,387,23,2,11.11,25955
Karan KC,576,1725,100,58,33.39,800675
RN ten Doeschate,490,491,11,40,99.8,47660
LN Rajbanshi,31,498,24,0,6.22,913853
P Khadka,773,873,12,99,88.55,25967
SA Edwards,915,724,0,92,126.38,1127317
Saqib Zulfiqar,38,74,1,1,51.35,526481
BFW de Leede,779,1193,33,70,65.3,1036191
Sikander Zulfiqar,42,84,2,3,50.0,526482
S Snater,31,236,14,1,13.14,696143
FJ Klaassen,116,904,45,2,12.83,1104703
SG Whittingham,4,64,4,0,6.25,627732
CAK Rajitha,79,481,17,2,16.42,499594
K Rabada,301,1616,79,19,18.63,550215
L Ngidi,127,961,66,4,13.22,542023
J Nyumbu,8,47,0,1,17.02,55666
TS Chisoro,76,378,12,4,20.11,235519
TK Musakanda,205,167,0,21,122.75,596375
CB Mpofu,120,720,32,4,16.67,55633
C Zhuwao,37,42,0,6,88.1,235532
WP Masakadza,257,1200,46,17,21.42,571703
NJ Maddinson,48,36,0,7,133.33,333780
JD Wildermuth,5,23,1,0,21.74,570854
B Mavuta,93,300,10,6,31.0,806239
Sahibzada Farhan,62,64,0,7,96.88,647785
GL Cloete,15,15,0,2,100.0,381030
HE van der Dussen,1267,965,0,125,131.3,337790
SC Williams,1757,2509,52,200,70.03,55870
Mohammad Rizwan,3466,2693,0,371,128.7,323389
JN Malan,244,188,0,36,129.79,605680
L Sipamla,21,180,7,1,11.67,698143
DW Steyn,115,1092,69,2,10.53,47492
WIA Fernando,359,380,0,34,94.47,784369
AK Perera,62,74,0,6,83.78,300629
JDF Vandersay,33,321,8,3,10.28,370040
AK Markram,1410,1284,13,176,109.81,600498
Nahida Akter,200,1865,107,9,10.72,924183
Jahanara Alam,189,1111,49,5,17.01,343649
Panna Ghosh,55,467,26,1,11.78,301600
Rumana Ahmed,684,1789,72,64,38.23,343648
Khadija Tul Kubra,21,566,32,0,3.71,535871
Fahima Khatun,403,1534,56,29,26.27,627048
Salma Khatun,375,1749,77,24,21.44,301603
Sanjida Islam,357,415,0,34,86.02,535869
Shamima Sultana,840,852,0,115,98.59,535870
Fargana Hoque,1016,1139,0,88,89.2,486995
Nigar Sultana,2001,2109,0,199,94.88,924177
Murshida Khatun,1001,1089,0,101,91.92,1080264
G Wareham,320,1241,70,35,25.79,946057
BR McDermott,349,347,0,30,100.58,603410
KK Ahmed,43,424,17,0,10.14,942645
KH Pandya,167,530,15,14,31.51,471342
MA Starc,315,1664,83,6,18.93,311592
CMA Shillington,492,489,0,61,100.61,54903
MV Waldron,442,531,0,38,83.24,463208
CNIM Joyce,448,523,0,43,85.66,54875
GH Lewis,2275,1964,2,318,115.84,774347
IMHC Joyce,482,1057,17,40,45.6,54877
SM Kavanagh,310,341,0,25,90.91,418422
L Delany,1282,2739,84,99,46.81,418420
AJ Kenealy,26,193,2,2,13.47,305576
Rachel Delaney,48,154,4,2,31.17,1094716
L Maritz,133,453,17,7,29.36,1026413
C Murray,103,857,41,2,12.02,1135028
KJ Garth,641,1334,29,46,48.05,418423
EAJ Richardson,639,1557,56,68,41.04,54945
Ayasha Rahman,549,685,0,58,80.15,301595
CJ Metcalfe,26,415,23,0,6.27,54889
Abul Hasan,8,59,5,1,13.56,373439
N Chantam,1161,1367,0,134,84.93,486942
N Boochatham,673,2203,99,57,30.55,301800
N Chaiwai,1171,1414,0,87,82.81,486944
LK O'Reilly,124,574,29,2,21.6,646693
S Tippoch,304,1172,42,19,25.94,301738
N Koncharoenkai,1295,1491,0,126,86.85,944285
C Sutthiruang,768,1884,61,61,40.76,587145
R Padunglerd,93,464,21,4,20.04,486938
W Liengprasert,128,306,11,4,41.83,651193
S Laomi,129,1053,49,6,12.25,587146
R Ntono,80,122,0,5,65.57,1119470
KE Bryce,1421,2232,58,161,63.66,914675
R Musamali,677,1221,21,44,55.45,1119464
S Kemigisha,1,3,0,0,33.33,1119472
RV Scholes,37,163,9,1,22.7,406462
J Mbabazi,655,1729,64,60,37.88,1119460
PA Chatterji,512,1238,29,37,41.36,526987
I Nakisuuyi,631,1127,30,65,55.99,1119461
G Candiru,61,155,2,3,39.35,1119463
K McGill,228,715,40,11,31.89,885737
F Najjumba,111,196,2,7,56.63,272011
K Awino,603,826,0,51,73.0,1119473
HRA Rainey,66,518,20,0,12.74,1095834
AH Maqsood,91,1099,58,0,8.28,934494
JM Apio,35,98,8,0,35.71,1119475
C Namugenyi,7,68,1,0,10.29,272018
C Aweko,157,1344,88,8,11.68,383879
SJ Bryce,1356,1238,0,147,109.53,914677
L Jack,604,672,0,48,89.88,416024
SL Kalis,1189,1194,4,124,99.58,774311
Roopa Nagraj,15,53,1,1,28.3,1126424
HDJ Siegers,817,999,15,90,81.78,577359
CR Seneviratna,406,966,40,23,42.03,54776
S Venkataraman,85,370,23,5,22.97,1126427
D Hannema,122,139,0,1,87.77,359220
Chaya Mughal,578,1567,40,37,36.89,1126415
Nisha Ali,120,195,4,14,61.54,1126422
KKN Egodage,1845,2745,42,165,67.21,1126419
H Hotchandani,187,667,25,10,28.04,1150575
Humaira Tasneem,49,151,8,1,32.45,1126417
R Rijke,952,1251,26,90,76.1,877469
CC van Slobbe,29,136,7,1,21.32,577360
ER Oza,2189,2969,71,268,73.73,1126416
L Klokgieters,13,86,4,1,15.12,651215
MEC de Fouw,13,77,4,0,16.88,54704
Mariska Kornet,6,104,3,0,5.77,472265
UCKA Dona,73,99,0,4,73.74,1126428
S Jimmy,456,1007,41,38,45.28,944357
K John,86,124,0,7,69.35,944331
B Tau,531,561,0,55,94.65,944349
P Siaka,146,230,2,11,63.48,333936
T Ruma,688,716,0,67,96.09,944345
K Arua,281,772,32,17,36.4,944325
V Frank,101,146,0,9,69.18,944329
R Oa,49,427,28,1,11.48,944339
V Araa,22,436,25,0,5.05,1080010
M Tom,50,329,16,0,15.2,944351
A Aitken,9,62,0,0,14.52,306201
B de Leede,960,1028,0,93,93.39,877473
EE Corder,4,62,2,0,6.45,774349
J van Vliet,7,17,0,0,41.18,1095815
S Siegers,98,807,34,1,12.14,1022083
J Cleetus,11,10,0,0,110.0,1150576
N Vare,289,376,1,27,76.86,1150582
RS Glen,245,271,1,24,90.41,878067
RK Willis,57,88,0,4,64.77,879267
S Saengsakaorat,30,43,0,1,69.77,587143
O Kamchomphu,160,1227,64,10,13.04,944283
P Nakitende,1,3,0,0,33.33,1150579
